country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Maldives,2011,male,25-34 years,1.0,48207,2.07,Maldives2011,0.69,"2,77,43,51,760",8135.0,Millenials
Maldives,2011,female,15-24 years,0.0,38483,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Millenials
Maldives,2011,female,25-34 years,0.0,33114,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Millenials
Maldives,2011,female,35-54 years,0.0,36341,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Generation X
Maldives,2011,female,5-14 years,0.0,28689,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Generation Z
Maldives,2011,female,55-74 years,0.0,12507,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Boomers
Maldives,2011,female,75+ years,0.0,2370,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Silent
Maldives,2011,male,15-24 years,0.0,50597,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Millenials
Maldives,2011,male,35-54 years,0.0,44123,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Generation X
Maldives,2011,male,55-74 years,0.0,13188,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Boomers
Maldives,2011,male,75+ years,0.0,3263,0.0,Maldives2011,0.69,"2,77,43,51,760",8135.0,Silent
Malta,1985,male,55-74 years,1.0,21600,4.63,Malta1985,0.713,"1,11,78,35,286",3639.0,G.I. Generation
Malta,1985,male,15-24 years,1.0,24200,4.13,Malta1985,0.713,"1,11,78,35,286",3639.0,Generation X
Malta,1985,female,15-24 years,0.0,23000,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,Generation X
Malta,1985,female,25-34 years,0.0,29600,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,Boomers
Malta,1985,female,35-54 years,0.0,46100,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,Silent
Malta,1985,female,5-14 years,0.0,25900,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,Generation X
Malta,1985,female,55-74 years,0.0,26500,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,G.I. Generation
Malta,1985,female,75+ years,0.0,7300,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,G.I. Generation
Malta,1985,male,25-34 years,0.0,29600,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,Boomers
Malta,1985,male,35-54 years,0.0,40800,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,Silent
Malta,1985,male,5-14 years,0.0,27900,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,Generation X
Malta,1985,male,75+ years,0.0,4700,0.0,Malta1985,0.713,"1,11,78,35,286",3639.0,G.I. Generation
Malta,1990,male,35-54 years,4.0,47400,8.44,Malta1990,0.729,"2,54,71,63,582",7780.0,Silent
Malta,1990,male,15-24 years,2.0,25600,7.81,Malta1990,0.729,"2,54,71,63,582",7780.0,Generation X
Malta,1990,male,55-74 years,1.0,25000,4.0,Malta1990,0.729,"2,54,71,63,582",7780.0,G.I. Generation
Malta,1990,male,25-34 years,1.0,28600,3.5,Malta1990,0.729,"2,54,71,63,582",7780.0,Boomers
Malta,1990,female,15-24 years,0.0,24100,0.0,Malta1990,0.729,"2,54,71,63,582",7780.0,Generation X
Malta,1990,female,25-34 years,0.0,27300,0.0,Malta1990,0.729,"2,54,71,63,582",7780.0,Boomers
Malta,1990,female,35-54 years,0.0,48900,0.0,Malta1990,0.729,"2,54,71,63,582",7780.0,Silent
Malta,1990,female,5-14 years,0.0,27400,0.0,Malta1990,0.729,"2,54,71,63,582",7780.0,Generation X
Malta,1990,female,55-74 years,0.0,30200,0.0,Malta1990,0.729,"2,54,71,63,582",7780.0,G.I. Generation
Malta,1990,female,75+ years,0.0,8400,0.0,Malta1990,0.729,"2,54,71,63,582",7780.0,G.I. Generation
Malta,1990,male,5-14 years,0.0,28900,0.0,Malta1990,0.729,"2,54,71,63,582",7780.0,Generation X
Malta,1990,male,75+ years,0.0,5600,0.0,Malta1990,0.729,"2,54,71,63,582",7780.0,G.I. Generation
Malta,1995,male,15-24 years,4.0,28300,14.13,Malta1995,0.741,"3,43,99,31,907",9974.0,Generation X
Malta,1995,male,35-54 years,4.0,53800,7.43,Malta1995,0.741,"3,43,99,31,907",9974.0,Boomers
Malta,1995,female,35-54 years,4.0,53900,7.42,Malta1995,0.741,"3,43,99,31,907",9974.0,Boomers
Malta,1995,male,55-74 years,2.0,27600,7.25,Malta1995,0.741,"3,43,99,31,907",9974.0,Silent
Malta,1995,female,25-34 years,1.0,24900,4.02,Malta1995,0.741,"3,43,99,31,907",9974.0,Generation X
Malta,1995,male,25-34 years,1.0,26500,3.77,Malta1995,0.741,"3,43,99,31,907",9974.0,Generation X
Malta,1995,female,55-74 years,1.0,33300,3.0,Malta1995,0.741,"3,43,99,31,907",9974.0,Silent
Malta,1995,female,15-24 years,0.0,26600,0.0,Malta1995,0.741,"3,43,99,31,907",9974.0,Generation X
Malta,1995,female,5-14 years,0.0,26900,0.0,Malta1995,0.741,"3,43,99,31,907",9974.0,Millenials
Malta,1995,female,75+ years,0.0,9000,0.0,Malta1995,0.741,"3,43,99,31,907",9974.0,G.I. Generation
Malta,1995,male,5-14 years,0.0,28200,0.0,Malta1995,0.741,"3,43,99,31,907",9974.0,Millenials
Malta,1995,male,75+ years,0.0,5900,0.0,Malta1995,0.741,"3,43,99,31,907",9974.0,G.I. Generation
Malta,2000,male,75+ years,2.0,7490,26.7,Malta2000,0.766,"4,30,61,92,436",11873.0,G.I. Generation
Malta,2000,male,35-54 years,10.0,57860,17.28,Malta2000,0.766,"4,30,61,92,436",11873.0,Boomers
Malta,2000,female,25-34 years,2.0,24143,8.28,Malta2000,0.766,"4,30,61,92,436",11873.0,Generation X
Malta,2000,male,25-34 years,2.0,25318,7.9,Malta2000,0.766,"4,30,61,92,436",11873.0,Generation X
Malta,2000,male,55-74 years,2.0,30530,6.55,Malta2000,0.766,"4,30,61,92,436",11873.0,Silent
Malta,2000,female,35-54 years,3.0,57250,5.24,Malta2000,0.766,"4,30,61,92,436",11873.0,Boomers
Malta,2000,male,15-24 years,1.0,30093,3.32,Malta2000,0.766,"4,30,61,92,436",11873.0,Generation X
Malta,2000,female,55-74 years,1.0,35917,2.78,Malta2000,0.766,"4,30,61,92,436",11873.0,Silent
Malta,2000,female,15-24 years,0.0,28328,0.0,Malta2000,0.766,"4,30,61,92,436",11873.0,Generation X
Malta,2000,female,5-14 years,0.0,26312,0.0,Malta2000,0.766,"4,30,61,92,436",11873.0,Millenials
Malta,2000,female,75+ years,0.0,11486,0.0,Malta2000,0.766,"4,30,61,92,436",11873.0,G.I. Generation
Malta,2000,male,5-14 years,0.0,27949,0.0,Malta2000,0.766,"4,30,61,92,436",11873.0,Millenials
Malta,2005,male,75+ years,3.0,8723,34.39,Malta2005,0.802,"6,39,48,51,387",16648.0,Silent
Malta,2005,male,35-54 years,8.0,56364,14.19,Malta2005,0.802,"6,39,48,51,387",16648.0,Boomers
Malta,2005,male,55-74 years,4.0,39592,10.1,Malta2005,0.802,"6,39,48,51,387",16648.0,Silent
Malta,2005,female,35-54 years,2.0,55449,3.61,Malta2005,0.802,"6,39,48,51,387",16648.0,Boomers
Malta,2005,male,25-34 years,1.0,29584,3.38,Malta2005,0.802,"6,39,48,51,387",16648.0,Generation X
Malta,2005,female,55-74 years,1.0,44074,2.27,Malta2005,0.802,"6,39,48,51,387",16648.0,Silent
Malta,2005,female,15-24 years,0.0,28404,0.0,Malta2005,0.802,"6,39,48,51,387",16648.0,Millenials
Malta,2005,female,25-34 years,0.0,27895,0.0,Malta2005,0.802,"6,39,48,51,387",16648.0,Generation X
Malta,2005,female,5-14 years,0.0,24481,0.0,Malta2005,0.802,"6,39,48,51,387",16648.0,Millenials
Malta,2005,female,75+ years,0.0,13684,0.0,Malta2005,0.802,"6,39,48,51,387",16648.0,Silent
Malta,2005,male,15-24 years,0.0,29930,0.0,Malta2005,0.802,"6,39,48,51,387",16648.0,Millenials
Malta,2005,male,5-14 years,0.0,25931,0.0,Malta2005,0.802,"6,39,48,51,387",16648.0,Millenials
Malta,2010,male,35-54 years,17.0,56430,30.13,Malta2010,0.824,"8,74,10,59,603",22132.0,Generation X
Malta,2010,male,75+ years,2.0,10212,19.58,Malta2010,0.824,"8,74,10,59,603",22132.0,Silent
Malta,2010,male,15-24 years,3.0,29208,10.27,Malta2010,0.824,"8,74,10,59,603",22132.0,Millenials
Malta,2010,male,25-34 years,3.0,31445,9.54,Malta2010,0.824,"8,74,10,59,603",22132.0,Generation X
Malta,2010,male,55-74 years,4.0,46730,8.56,Malta2010,0.824,"8,74,10,59,603",22132.0,Silent
Malta,2010,female,55-74 years,2.0,49604,4.03,Malta2010,0.824,"8,74,10,59,603",22132.0,Silent
Malta,2010,female,15-24 years,0.0,27407,0.0,Malta2010,0.824,"8,74,10,59,603",22132.0,Millenials
Malta,2010,female,25-34 years,0.0,29274,0.0,Malta2010,0.824,"8,74,10,59,603",22132.0,Generation X
Malta,2010,female,35-54 years,0.0,54977,0.0,Malta2010,0.824,"8,74,10,59,603",22132.0,Generation X
Malta,2010,female,5-14 years,0.0,21055,0.0,Malta2010,0.824,"8,74,10,59,603",22132.0,Generation Z
Malta,2010,female,75+ years,0.0,16506,0.0,Malta2010,0.824,"8,74,10,59,603",22132.0,Silent
Malta,2010,male,5-14 years,0.0,22101,0.0,Malta2010,0.824,"8,74,10,59,603",22132.0,Generation Z
Malta,2011,male,35-54 years,9.0,56411,15.95,Malta2011,0.822,"9,50,76,45,260",23984.0,Generation X
Malta,2011,male,25-34 years,4.0,31295,12.78,Malta2011,0.822,"9,50,76,45,260",23984.0,Millenials
Malta,2011,male,15-24 years,3.0,28714,10.45,Malta2011,0.822,"9,50,76,45,260",23984.0,Millenials
Malta,2011,male,55-74 years,4.0,48074,8.32,Malta2011,0.822,"9,50,76,45,260",23984.0,Boomers
Malta,2011,female,15-24 years,0.0,27130,0.0,Malta2011,0.822,"9,50,76,45,260",23984.0,Millenials
Malta,2011,female,25-34 years,0.0,29205,0.0,Malta2011,0.822,"9,50,76,45,260",23984.0,Millenials
Malta,2011,female,35-54 years,0.0,54987,0.0,Malta2011,0.822,"9,50,76,45,260",23984.0,Generation X
Malta,2011,female,5-14 years,0.0,20542,0.0,Malta2011,0.822,"9,50,76,45,260",23984.0,Generation Z
Malta,2011,female,55-74 years,0.0,50691,0.0,Malta2011,0.822,"9,50,76,45,260",23984.0,Boomers
Malta,2011,female,75+ years,0.0,17111,0.0,Malta2011,0.822,"9,50,76,45,260",23984.0,Silent
Malta,2011,male,5-14 years,0.0,21524,0.0,Malta2011,0.822,"9,50,76,45,260",23984.0,Generation Z
Malta,2011,male,75+ years,0.0,10739,0.0,Malta2011,0.822,"9,50,76,45,260",23984.0,Silent
Malta,2012,male,55-74 years,8.0,49347,16.21,Malta2012,0.83,"9,20,95,59,296",23074.0,Boomers
Malta,2012,male,35-54 years,6.0,56478,10.62,Malta2012,0.83,"9,20,95,59,296",23074.0,Generation X
Malta,2012,male,25-34 years,3.0,31548,9.51,Malta2012,0.83,"9,20,95,59,296",23074.0,Millenials
Malta,2012,male,75+ years,1.0,11234,8.9,Malta2012,0.83,"9,20,95,59,296",23074.0,Silent
Malta,2012,female,35-54 years,4.0,54944,7.28,Malta2012,0.83,"9,20,95,59,296",23074.0,Generation X
Malta,2012,female,55-74 years,2.0,51796,3.86,Malta2012,0.83,"9,20,95,59,296",23074.0,Boomers
Malta,2012,male,15-24 years,1.0,28647,3.49,Malta2012,0.83,"9,20,95,59,296",23074.0,Millenials
Malta,2012,female,15-24 years,0.0,26975,0.0,Malta2012,0.83,"9,20,95,59,296",23074.0,Millenials
Malta,2012,female,25-34 years,0.0,29331,0.0,Malta2012,0.83,"9,20,95,59,296",23074.0,Millenials
Malta,2012,female,5-14 years,0.0,20066,0.0,Malta2012,0.83,"9,20,95,59,296",23074.0,Generation Z
Malta,2012,female,75+ years,0.0,17713,0.0,Malta2012,0.83,"9,20,95,59,296",23074.0,Silent
Malta,2012,male,5-14 years,0.0,21059,0.0,Malta2012,0.83,"9,20,95,59,296",23074.0,Generation Z
Malta,2013,male,35-54 years,11.0,56705,19.4,Malta2013,0.837,"10,14,51,14,180",25191.0,Generation X
Malta,2013,male,75+ years,1.0,11751,8.51,Malta2013,0.837,"10,14,51,14,180",25191.0,Silent
Malta,2013,male,55-74 years,4.0,50574,7.91,Malta2013,0.837,"10,14,51,14,180",25191.0,Boomers
Malta,2013,male,15-24 years,2.0,28655,6.98,Malta2013,0.837,"10,14,51,14,180",25191.0,Millenials
Malta,2013,male,25-34 years,2.0,32048,6.24,Malta2013,0.837,"10,14,51,14,180",25191.0,Millenials
Malta,2013,male,5-14 years,1.0,20804,4.81,Malta2013,0.837,"10,14,51,14,180",25191.0,Generation Z
Malta,2013,female,25-34 years,1.0,29657,3.37,Malta2013,0.837,"10,14,51,14,180",25191.0,Millenials
Malta,2013,female,15-24 years,0.0,26698,0.0,Malta2013,0.837,"10,14,51,14,180",25191.0,Millenials
Malta,2013,female,35-54 years,0.0,54854,0.0,Malta2013,0.837,"10,14,51,14,180",25191.0,Generation X
Malta,2013,female,5-14 years,0.0,19765,0.0,Malta2013,0.837,"10,14,51,14,180",25191.0,Generation Z
Malta,2013,female,55-74 years,0.0,52903,0.0,Malta2013,0.837,"10,14,51,14,180",25191.0,Boomers
Malta,2013,female,75+ years,0.0,18314,0.0,Malta2013,0.837,"10,14,51,14,180",25191.0,Silent
Malta,2014,male,75+ years,5.0,12335,40.54,Malta2014,0.839,"11,23,40,45,376",27634.0,Silent
Malta,2014,male,35-54 years,13.0,57094,22.77,Malta2014,0.839,"11,23,40,45,376",27634.0,Generation X
Malta,2014,male,55-74 years,5.0,51764,9.66,Malta2014,0.839,"11,23,40,45,376",27634.0,Boomers
Malta,2014,male,15-24 years,2.0,28298,7.07,Malta2014,0.839,"11,23,40,45,376",27634.0,Millenials
Malta,2014,male,25-34 years,2.0,32560,6.14,Malta2014,0.839,"11,23,40,45,376",27634.0,Millenials
Malta,2014,female,5-14 years,1.0,19668,5.08,Malta2014,0.839,"11,23,40,45,376",27634.0,Generation Z
Malta,2014,female,15-24 years,1.0,26151,3.82,Malta2014,0.839,"11,23,40,45,376",27634.0,Millenials
Malta,2014,female,25-34 years,1.0,30050,3.33,Malta2014,0.839,"11,23,40,45,376",27634.0,Millenials
Malta,2014,female,55-74 years,1.0,54027,1.85,Malta2014,0.839,"11,23,40,45,376",27634.0,Boomers
Malta,2014,female,35-54 years,1.0,54883,1.82,Malta2014,0.839,"11,23,40,45,376",27634.0,Generation X
Malta,2014,female,75+ years,0.0,18918,0.0,Malta2014,0.839,"11,23,40,45,376",27634.0,Silent
Malta,2014,male,5-14 years,0.0,20777,0.0,Malta2014,0.839,"11,23,40,45,376",27634.0,Generation Z
Mauritius,1985,female,75+ years,2.0,8800,22.73,Mauritius1985,0.575,"1,08,06,42,033",1223.0,G.I. Generation
Mauritius,1985,male,25-34 years,19.0,88500,21.47,Mauritius1985,0.575,"1,08,06,42,033",1223.0,Boomers
Mauritius,1985,male,35-54 years,18.0,89500,20.11,Mauritius1985,0.575,"1,08,06,42,033",1223.0,Silent
Mauritius,1985,male,55-74 years,9.0,45300,19.87,Mauritius1985,0.575,"1,08,06,42,033",1223.0,G.I. Generation
Mauritius,1985,male,15-24 years,21.0,109400,19.2,Mauritius1985,0.575,"1,08,06,42,033",1223.0,Generation X
Mauritius,1985,female,15-24 years,18.0,106300,16.93,Mauritius1985,0.575,"1,08,06,42,033",1223.0,Generation X
Mauritius,1985,female,55-74 years,4.0,47900,8.35,Mauritius1985,0.575,"1,08,06,42,033",1223.0,G.I. Generation
Mauritius,1985,female,25-34 years,6.0,87200,6.88,Mauritius1985,0.575,"1,08,06,42,033",1223.0,Boomers
Mauritius,1985,female,35-54 years,6.0,90500,6.63,Mauritius1985,0.575,"1,08,06,42,033",1223.0,Silent
Mauritius,1985,male,5-14 years,1.0,104700,0.96,Mauritius1985,0.575,"1,08,06,42,033",1223.0,Generation X
Mauritius,1985,female,5-14 years,0.0,100900,0.0,Mauritius1985,0.575,"1,08,06,42,033",1223.0,Generation X
Mauritius,1985,male,75+ years,0.0,4400,0.0,Mauritius1985,0.575,"1,08,06,42,033",1223.0,G.I. Generation
Mauritius,1990,male,35-54 years,33.0,107800,30.61,Mauritius1990,0.619,"2,65,34,80,001",2820.0,Silent
Mauritius,1990,male,55-74 years,13.0,48700,26.69,Mauritius1990,0.619,"2,65,34,80,001",2820.0,G.I. Generation
Mauritius,1990,male,25-34 years,26.0,98100,26.5,Mauritius1990,0.619,"2,65,34,80,001",2820.0,Boomers
Mauritius,1990,female,15-24 years,23.0,95400,24.11,Mauritius1990,0.619,"2,65,34,80,001",2820.0,Generation X
Mauritius,1990,female,25-34 years,18.0,97100,18.54,Mauritius1990,0.619,"2,65,34,80,001",2820.0,Boomers
Mauritius,1990,male,15-24 years,18.0,98500,18.27,Mauritius1990,0.619,"2,65,34,80,001",2820.0,Generation X
Mauritius,1990,female,55-74 years,4.0,51800,7.72,Mauritius1990,0.619,"2,65,34,80,001",2820.0,G.I. Generation
Mauritius,1990,female,35-54 years,8.0,115600,6.92,Mauritius1990,0.619,"2,65,34,80,001",2820.0,Silent
Mauritius,1990,female,5-14 years,3.0,103400,2.9,Mauritius1990,0.619,"2,65,34,80,001",2820.0,Generation X
Mauritius,1990,male,5-14 years,1.0,108400,0.92,Mauritius1990,0.619,"2,65,34,80,001",2820.0,Generation X
Mauritius,1990,female,75+ years,0.0,10500,0.0,Mauritius1990,0.619,"2,65,34,80,001",2820.0,G.I. Generation
Mauritius,1990,male,75+ years,0.0,5800,0.0,Mauritius1990,0.619,"2,65,34,80,001",2820.0,G.I. Generation
Mauritius,1995,male,35-54 years,49.0,133300,36.76,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Boomers
Mauritius,1995,male,25-34 years,34.0,101700,33.43,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Generation X
Mauritius,1995,male,75+ years,2.0,7200,27.78,Mauritius1995,0.647,"4,04,03,45,933",4115.0,G.I. Generation
Mauritius,1995,male,55-74 years,13.0,49900,26.05,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Silent
Mauritius,1995,male,15-24 years,16.0,101000,15.84,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Generation X
Mauritius,1995,female,15-24 years,11.0,97900,11.24,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Generation X
Mauritius,1995,female,55-74 years,6.0,57800,10.38,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Silent
Mauritius,1995,female,75+ years,1.0,12800,7.81,Mauritius1995,0.647,"4,04,03,45,933",4115.0,G.I. Generation
Mauritius,1995,female,35-54 years,8.0,132400,6.04,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Boomers
Mauritius,1995,female,25-34 years,4.0,95700,4.18,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Generation X
Mauritius,1995,female,5-14 years,2.0,94400,2.12,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Millenials
Mauritius,1995,male,5-14 years,1.0,97800,1.02,Mauritius1995,0.647,"4,04,03,45,933",4115.0,Millenials
Mauritius,2000,male,25-34 years,28.0,94136,29.74,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Generation X
Mauritius,2000,male,35-54 years,40.0,160762,24.88,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Boomers
Mauritius,2000,male,15-24 years,25.0,102779,24.32,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Generation X
Mauritius,2000,male,55-74 years,13.0,54106,24.03,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Silent
Mauritius,2000,female,15-24 years,11.0,102131,10.77,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Generation X
Mauritius,2000,male,75+ years,1.0,9735,10.27,Mauritius2000,0.674,"4,58,25,55,125",4339.0,G.I. Generation
Mauritius,2000,female,25-34 years,9.0,93975,9.58,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Generation X
Mauritius,2000,female,35-54 years,9.0,159364,5.65,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Boomers
Mauritius,2000,female,55-74 years,1.0,63460,1.58,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Silent
Mauritius,2000,female,5-14 years,0.0,98361,0.0,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Millenials
Mauritius,2000,female,75+ years,0.0,16509,0.0,Mauritius2000,0.674,"4,58,25,55,125",4339.0,G.I. Generation
Mauritius,2000,male,5-14 years,0.0,100755,0.0,Mauritius2000,0.674,"4,58,25,55,125",4339.0,Millenials
Mauritius,2005,male,35-54 years,39.0,177945,21.92,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Boomers
Mauritius,2005,male,25-34 years,18.0,98556,18.26,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Generation X
Mauritius,2005,male,55-74 years,11.0,63489,17.33,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Silent
Mauritius,2005,male,15-24 years,9.0,96661,9.31,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Millenials
Mauritius,2005,male,75+ years,1.0,11584,8.63,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Silent
Mauritius,2005,female,55-74 years,5.0,74380,6.72,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Silent
Mauritius,2005,female,15-24 years,5.0,94435,5.29,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Millenials
Mauritius,2005,female,75+ years,1.0,19557,5.11,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Silent
Mauritius,2005,female,25-34 years,5.0,99884,5.01,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Generation X
Mauritius,2005,female,35-54 years,7.0,177511,3.94,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Boomers
Mauritius,2005,male,5-14 years,1.0,101372,0.99,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Millenials
Mauritius,2005,female,5-14 years,0.0,98568,0.0,Mauritius2005,0.722,"6,28,38,03,256",5641.0,Millenials
Mauritius,2010,male,75+ years,4.0,12508,31.98,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Silent
Mauritius,2010,male,25-34 years,18.0,102081,17.63,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Generation X
Mauritius,2010,male,35-54 years,28.0,181881,15.39,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Generation X
Mauritius,2010,male,15-24 years,15.0,100282,14.96,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Millenials
Mauritius,2010,male,55-74 years,11.0,81700,13.46,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Silent
Mauritius,2010,female,25-34 years,9.0,102078,8.82,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Generation X
Mauritius,2010,female,35-54 years,8.0,184083,4.35,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Generation X
Mauritius,2010,female,55-74 years,3.0,93848,3.2,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Silent
Mauritius,2010,female,15-24 years,2.0,98088,2.04,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Millenials
Mauritius,2010,female,5-14 years,0.0,92051,0.0,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Generation Z
Mauritius,2010,female,75+ years,0.0,21469,0.0,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Silent
Mauritius,2010,male,5-14 years,0.0,94862,0.0,Mauritius2010,0.756,"10,00,36,70,690",8587.0,Generation Z
Mauritius,2011,male,25-34 years,28.0,101278,27.65,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Millenials
Mauritius,2011,male,75+ years,3.0,12837,23.37,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Silent
Mauritius,2011,male,35-54 years,40.0,182167,21.96,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Generation X
Mauritius,2011,male,15-24 years,13.0,101183,12.85,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Millenials
Mauritius,2011,male,55-74 years,11.0,85760,12.83,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Boomers
Mauritius,2011,female,15-24 years,10.0,99022,10.1,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Millenials
Mauritius,2011,female,25-34 years,5.0,100904,4.96,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Millenials
Mauritius,2011,female,55-74 years,3.0,98036,3.06,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Boomers
Mauritius,2011,female,35-54 years,4.0,185299,2.16,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Generation X
Mauritius,2011,female,5-14 years,1.0,90807,1.1,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Generation Z
Mauritius,2011,female,75+ years,0.0,22119,0.0,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Silent
Mauritius,2011,male,5-14 years,0.0,93940,0.0,Mauritius2011,0.762,"11,51,83,93,367",9817.0,Generation Z
Mauritius,2012,male,25-34 years,26.0,99664,26.09,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Millenials
Mauritius,2012,male,35-54 years,37.0,183077,20.21,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Generation X
Mauritius,2012,male,55-74 years,14.0,90063,15.54,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Boomers
Mauritius,2012,male,75+ years,2.0,13212,15.14,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Silent
Mauritius,2012,female,15-24 years,10.0,99697,10.03,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Millenials
Mauritius,2012,male,15-24 years,9.0,101864,8.84,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Millenials
Mauritius,2012,female,25-34 years,6.0,99373,6.04,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Millenials
Mauritius,2012,female,75+ years,1.0,22801,4.39,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Silent
Mauritius,2012,female,35-54 years,5.0,186881,2.68,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Generation X
Mauritius,2012,female,5-14 years,2.0,89061,2.25,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Generation Z
Mauritius,2012,female,55-74 years,2.0,102269,1.96,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Boomers
Mauritius,2012,male,5-14 years,1.0,92585,1.08,Mauritius2012,0.772,"11,66,86,85,524",9884.0,Generation Z
Mauritius,2013,male,25-34 years,19.0,91452,20.78,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Millenials
Mauritius,2013,male,35-54 years,33.0,178200,18.52,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Generation X
Mauritius,2013,male,15-24 years,17.0,96237,17.66,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Millenials
Mauritius,2013,male,75+ years,2.0,14627,13.67,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Silent
Mauritius,2013,male,55-74 years,12.0,95695,12.54,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Boomers
Mauritius,2013,female,15-24 years,8.0,94321,8.48,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Millenials
Mauritius,2013,female,5-14 years,2.0,87604,2.28,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Generation Z
Mauritius,2013,female,35-54 years,3.0,176180,1.7,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Generation X
Mauritius,2013,female,25-34 years,1.0,89909,1.11,Mauritius2013,0.775,"12,12,96,42,296",10572.0,Millenials
